cve,state,assigner,published,title,description,vendor,product,rating
CVE-2025-34160,PUBLISHED,VulnCheck,2025-08-27T21:22:12.666Z,AnyShare ServiceAgent API Unauthenticated RCE,"AnyShare contains a critical unauthenticated remote code execution vulnerability in the ServiceAgent API exposed on port 10250. The endpoint /api/ServiceAgent/start_service accepts user-supplied input via POST and fails to sanitize command-like payloads. An attacker can inject shell syntax that is interpreted by the backend, enabling arbitrary command execution. The vulnerability is presumed to affect builds released prior to August 2025 and is said to be remediated in newer versions of the product, though the exact affected range remains undefined. Exploitation evidence was first observed by the Shadowserver Foundation on 2025-07-11 UTC.",SHANGHAI AISHU INFORMATION TECHNOLOGY CO.,AnyShare,warm
CVE-2025-34161,PUBLISHED,VulnCheck,2025-08-27T16:47:45.581Z,Coolify Git Repository Field Command Injection in Project Deployment Workflow,"Coolify versions prior to v4.0.0-beta.420.7 are vulnerable to a remote code execution vulnerability in the project deployment workflow. The platform allows authenticated users, with low-level member privileges, to inject arbitrary shell commands via the Git Repository field during project creation. By submitting a crafted repository string containing command injection syntax, an attacker can execute arbitrary commands on the underlying host system, resulting in full server compromise.",COOLLABS TECHNOLOGIES,Coolify,warm
CVE-2025-34162,PUBLISHED,VulnCheck,2025-08-27T21:22:34.090Z,Bian Que Feijiu Intelligent Emergency and Quality Control System SQL Injection via GetLyfsByParams,"An unauthenticated SQL injection vulnerability exists in the GetLyfsByParams endpoint of Bian Que Feijiu Intelligent Emergency and Quality Control System, accessible via the /AppService/BQMedical/WebServiceForFirstaidApp.asmx interface. The backend fails to properly sanitize user-supplied input in the strOpid parameter, allowing attackers to inject arbitrary SQL statements. This can lead to data exfiltration, authentication bypass, and potentially remote code execution, depending on backend configuration. The vulnerability is presumed to affect builds released prior to June 2025 and is said to be remediated in newer versions of the product, though the exact affected range remains undefined. Exploitation evidence was first observed by the Shadowserver Foundation on 2025-07-23 UTC.",FEIJIU MEDICAL TECHNOLOGY CO.,Bian Que Feijiu Intelligent Emergency and Quality Control System,warm
CVE-2025-34163,PUBLISHED,VulnCheck,2025-08-27T21:24:43.998Z,Dongsheng Logistics Software Unauthenticated Arbitrary File Upload,"Dongsheng Logistics Software exposes an unauthenticated endpoint at /CommMng/Print/UploadMailFile that fails to enforce proper file type validation and access control. An attacker can upload arbitrary files, including executable scripts such as .ashx, via a crafted multipart/form-data POST request. This allows remote code execution on the server, potentially leading to full system compromise. The vulnerability is presumed to affect builds released prior to July 2025 and is said to be remediated in newer versions of the product, though the exact affected range remains undefined. Exploitation evidence was first observed by the Shadowserver Foundation on 2025-07-23 UTC.",QINGDAO DONGSHENG WEIYE SOFTWARE CO.,Dongsheng Logistics Software,warm
CVE-2025-34300,PUBLISHED,VulnCheck,2025-07-16T12:57:27.400Z,Sawtooth Software Lighthouse Studio < 9.16.14 Pre-Authentication RCE,A template injection vulnerability exists in Sawtooth Software’s Lighthouse Studio versions prior to 9.16.14 via the  ciwweb.pl http://ciwweb.pl/  Perl web application. Exploitation allows an unauthenticated attacker can execute arbitrary commands.,SAWTOOTH SOFTWARE,Lighthouse Studio,warm
CVE-2025-34491,PUBLISHED,VulnCheck,2025-04-28T19:20:02.027Z,GFI MailEssentials MultiNode Insecure Deserialization,GFI MailEssentials prior to version 21.8 is vulnerable to a .NET deserialization issue. A remote and authenticated attacker can execute arbitrary code by sending crafted serialized .NET when joining to a Multi-Server setup.,GFI,MailEssentials,warm
CVE-2025-34508,PUBLISHED,VulnCheck,2025-06-17T14:14:48.419Z,ZendTo Path Traversal Vulnerability,"A path traversal vulnerability exists in the file dropoff functionality 
of ZendTo versions 6.15-7 and prior. This could allow a remote, authenticated attacker to retrieve the files of other ZendTo users, retrieve files on the host 
system, or cause a denial of service.",ZENDTO,ZendTo,warm
CVE-2025-34509,PUBLISHED,VulnCheck,2025-06-17T18:20:57.441Z,Sitecore XM and XP Hardcoded Credentials,"Sitecore Experience Manager (XM) and Experience Platform (XP) versions 10.1 to 10.1.4 rev. 011974 PRE, all versions of 10.2, 10.3 to 10.3.3 rev. 011967 PRE, and 10.4 to 10.4.1 rev. 011941 PRE contain a hardcoded user account. Unauthenticated and remote attackers can use this account to access administrative API over HTTP.",SITECORE,Experience Manager; Experience Platform,warm
CVE-2025-34510,PUBLISHED,VulnCheck,2025-06-17T18:46:04.239Z,"Sitecore XM, XC, and XP Post-Auth RCE via Zip Slip","Sitecore Experience Manager (XM), Experience Platform (XP), and Experience Commerce (XC) versions 9.0 through 9.3 and 10.0 through 10.4 are affected by a Zip Slip vulnerability. A remote, authenticated attacker can exploit this issue by sending a crafted HTTP request to upload a ZIP archive containing path traversal sequences, allowing arbitrary file writes and leading to code execution.",SITECORE,Experience Commerce; Experience Manager; Experience Platform,warm
CVE-2025-34511,PUBLISHED,VulnCheck,2025-06-17T19:05:10.466Z,Sitecore PowerShell Extension RCE via Unrestricted Upload,"Sitecore PowerShell Extensions, an add-on to Sitecore Experience Manager (XM) and Experience Platform (XP), through version 7.0 is vulnerable to an unrestricted file upload issue. A remote, authenticated attacker can upload arbitrary files to the server using crafted HTTP requests, resulting in remote code execution.",SITECORE,Powershell Extension,warm
CVE-2025-34522,PUBLISHED,VulnCheck,2025-08-27T21:19:33.132Z,Arcserve UDP < 10.2 Pre-Authentication Heap Overflow,"A heap-based buffer overflow vulnerability exists in the input parsing logic of Arcserve Unified Data Protection (UDP). This flaw can be triggered without authentication by sending specially crafted input to the target system. Improper bounds checking allows an attacker to overwrite heap memory, potentially leading to application crashes or remote code execution. Exploitation occurs in the context of the affected process and does not require user interaction. The vulnerability poses a high risk due to its pre-authentication nature and potential for full compromise. This vulnerability affects all UDP versions prior to 10.2. UDP 10.2 includes the necessary patches and requires no action. Versions 8.0 through 10.1 are supported and require either patch application or upgrade to 10.2. Versions 7.x and earlier are unsupported or out of maintenance and must be upgraded to 10.2 to remediate the issue.",ARCSERVE,Unified Data Protection (UDP),warm
CVE-2025-35003,PUBLISHED,apache,2025-05-26T10:03:06.808Z,Apache NuttX RTOS: NuttX Bluetooth Stack HCI and UART DoS/RCE Vulnerabilities.,"Improper Restriction of Operations within the Bounds of a Memory Buffer and Stack-based Buffer Overflow vulnerabilities were discovered in Apache NuttX RTOS Bluetooth Stack (HCI and UART components) that may result in system crash, denial of service, or arbitrary code execution, after receiving maliciously crafted packets.

NuttX's Bluetooth HCI/UART stack users are advised to upgrade to version 12.9.0, which fixes the identified implementation issues.

This issue affects Apache NuttX: from 7.25 before 12.9.0.",APACHE,Apache NuttX RTOS,hot
CVE-2025-35004,PUBLISHED,AHA,2025-06-08T21:05:01.219Z,Microhard Bullet-LTE and IPn4Gii AT+MFIP Argument Injection,"Products that incorporate the Microhard BulletLTE-NA2 and IPn4Gii-NA2 are vulnerable to a post-authentication command injection issue in the AT+MFIP command that can lead to privilege escalation. This is an instance of CWE-88, ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"" and is estimated as a CVSS 7.1 (CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). This issue has not been generally fixed at the time of this CVE record's first publishing.",MICROHARD,IPn4Gii / Bullet-LTE Firmware,warm
CVE-2025-35005,PUBLISHED,AHA,2025-06-08T21:05:15.936Z,Microhard Bullet-LTE and IPn4Gii AT+MFMAC Argument Injection,"Products that incorporate the Microhard BulletLTE-NA2 and IPn4Gii-NA2 are vulnerable to a post-authentication command injection issue in the AT+MFMAC command that can lead to privilege escalation. This is an instance of CWE-88, ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"" and is estimated as a CVSS 7.1 (CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). This issue has not been generally fixed at the time of this CVE record's first publishing.",MICROHARD,IPn4Gii / Bullet-LTE Firmware,warm
CVE-2025-35006,PUBLISHED,AHA,2025-06-08T21:05:25.706Z,Microhard Bullet-LTE and IPn4Gii AT+MFPORTFWD Argument Injection,"Products that incorporate the Microhard BulletLTE-NA2 and IPn4Gii-NA2 are vulnerable to a post-authentication command injection issue in the AT+MFPORTFWD command that can lead to privilege escalation. This is an instance of CWE-88, ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"" and is estimated as a CVSS 7.1 (CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). This issue has not been generally fixed at the time of this CVE record's first publishing.",MICROHARD,IPn4Gii / Bullet-LTE Firmware,warm
CVE-2025-35007,PUBLISHED,AHA,2025-06-08T21:05:38.698Z,Microhard Bullet-LTE and IPn4Gii AT+MFRULE Argument Injection,"Products that incorporate the Microhard BulletLTE-NA2 and IPn4Gii-NA2 are vulnerable to a post-authentication command injection issue in the AT+MFRULE command that can lead to privilege escalation. This is an instance of CWE-88, ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"" and is estimated as a CVSS 7.1 (CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). This issue has not been generally fixed at the time of this CVE record's first publishing.",MICROHARD,IPn4Gii / Bullet-LTE Firmware,warm
CVE-2025-35008,PUBLISHED,AHA,2025-06-08T21:05:52.090Z,Microhard Bullet-LTE and IPn4Gii AT+MMNAME Argument Injection,"Products that incorporate the Microhard BulletLTE-NA2 and IPn4Gii-NA2 are vulnerable to a post-authentication command injection issue in the AT+MMNAME command that can lead to privilege escalation. This is an instance of CWE-88, ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"" and is estimated as a CVSS 7.1 (CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). This issue has not been generally fixed at the time of this CVE record's first publishing.",MICROHARD,IPn4Gii / Bullet-LTE Firmware,warm
