cve,published,title,description,vendor,product,score,severity,rating
CVE-2025-6116,2025-06-16 09:31:05.148000+00:00,Das Parking Management System 停车场管理系统 API Search sql injection,A vulnerability was found in Das Parking Management System 停车场管理系统 6.2.0. It has been classified as critical. This affects an unknown part of the file /IntraFieldVehicle/Search of the component API. The manipulation of the argument Value leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,Das,Parking Management System 停车场管理系统,7.3,HIGH,cold
CVE-2025-3464,2025-06-16 09:06:23.221000+00:00,,"A race condition vulnerability exists in Armoury Crate. This vulnerability arises from a Time-of-check Time-of-use issue, potentially leading to authentication bypass.
Refer to the 'Security Update for Armoury Crate App' section on the ASUS Security Advisory for more information.",ASUS,Armoury Crate,,,warm
CVE-2025-6115,2025-06-16 09:00:10.288000+00:00,D-Link DIR-619L form_macfilter stack-based overflow,A vulnerability was found in D-Link DIR-619L 2.06B01 and classified as critical. Affected by this issue is the function form_macfilter. The manipulation of the argument mac_hostname_%d/sched_name_%d leads to stack-based buffer overflow. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. This vulnerability only affects products that are no longer supported by the maintainer.,D-Link,DIR-619L,8.8,HIGH,cold
CVE-2025-6172,2025-06-16 08:41:53.640000+00:00,,Permission vulnerability in the mobile application (com.afmobi.boomplayer) may lead to the risk of unauthorized operation.,TECNO,com.afmobi.boomplayer,,,warm
CVE-2025-6114,2025-06-16 08:31:05.867000+00:00,D-Link DIR-619L form_portforwarding stack-based overflow,A vulnerability has been found in D-Link DIR-619L 2.06B01 and classified as critical. Affected by this vulnerability is the function form_portforwarding of the file /goform/form_portforwarding. The manipulation of the argument ingress_name_%d/sched_name_%d/name_%d leads to stack-based buffer overflow. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. This vulnerability only affects products that are no longer supported by the maintainer.,D-Link,DIR-619L,8.8,HIGH,cold
CVE-2025-40729,2025-06-16 08:30:21.480000+00:00,Reflected Cross-Site Scripting (XSS) vulnerability in Customer Support System,"Reflected Cross-Site Scripting (XSS) in /customer_support/index.php in Customer Support System v1.0, which allows remote attackers to execute arbitrary code via the page parameter.",Customer Support System,Customer Support System,,,hot
CVE-2025-40728,2025-06-16 08:29:07.944000+00:00,SQL injection vulnerability in Customer Support System,"SQL injection vulnerability in Customer Support System v1.0. This vulnerability allows an authenticated attacker to retrieve, create, update and delete databases via the id parameter in the /customer_support/manage_user.php endpoint.",Customer Support System,Customer Support System,,,warm
CVE-2025-2091,2025-06-16 08:27:13.170000+00:00,Open redirection in M-Files Mobile,An open redirection vulnerability in M-Files mobile applications for Android and iOS prior to version 25.6.0 allows attackers to use maliciously crafted PDF files to trick other users into making requests to untrusted URLs.,M-Files Corporation,M-Files Mobile,,,cold
CVE-2025-40726,2025-06-16 08:26:49.761000+00:00,Cross-Site Scripting (XSS) reflected in Nosto,"Reflected Cross-Site Scripting (XSS) vulnerability in /pages/search-results-page in Nosto, which allows remote attackers to execute arbitrary code via the q GET request parameter.",Nosto,Nosto,,,hot
CVE-2025-40727,2025-06-16 08:20:30.834000+00:00,Reflected Cross-Site Scripting (XSS) in Phoenix CMS,"A Reflected Cross Site Scripting (XSS) vulnerability was found in '/search' in Phoenix Site CMS from Phoenix, which allows remote attackers to execute arbitrary code via 's' GET parameter.",Phoenix BV,Phoenix CMS,,,hot
CVE-2025-6113,2025-06-16 08:00:09.975000+00:00,Tenda FH1203 AdvSetLanip fromadvsetlanip buffer overflow,"A vulnerability, which was classified as critical, was found in Tenda FH1203 2.0.1.6. Affected is the function fromadvsetlanip of the file /goform/AdvSetLanip. The manipulation of the argument lanMask leads to buffer overflow. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.",Tenda,FH1203,8.8,HIGH,cold
CVE-2025-6112,2025-06-16 07:31:06.853000+00:00,Tenda FH1205 AdvSetLanip fromadvsetlanip buffer overflow,"A vulnerability, which was classified as critical, has been found in Tenda FH1205 2.0.0.7. This issue affects the function fromadvsetlanip of the file /goform/AdvSetLanip. The manipulation of the argument lanMask leads to buffer overflow. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.",Tenda,FH1205,8.8,HIGH,cold
CVE-2025-4987,2025-06-16 07:22:02.131000+00:00,Stored Cross-site Scripting (XSS) vulnerability affecting Opportunity Management in Project Portfolio Manager from Release 3DEXPERIENCE R2023x through Release 3DEXPERIENCE R2025x,A stored Cross-site Scripting (XSS) vulnerability affecting Opportunity Management in Project Portfolio Manager from Release 3DEXPERIENCE R2023x through Release 3DEXPERIENCE R2025x allows an attacker to execute arbitrary script code in user's browser session.,Dassault Systèmes,Project Portfolio Manager,8.7,HIGH,warm
CVE-2025-6111,2025-06-16 07:00:09.017000+00:00,Tenda FH1205 VirtualSer fromVirtualSer stack-based overflow,A vulnerability classified as critical was found in Tenda FH1205 2.0.0.7(775). This vulnerability affects the function fromVirtualSer of the file /goform/VirtualSer. The manipulation of the argument page leads to stack-based buffer overflow. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,Tenda,FH1205,8.8,HIGH,cold
CVE-2025-6110,2025-06-16 06:31:07.100000+00:00,Tenda FH1201 SafeMacFilter stack-based overflow,A vulnerability classified as critical has been found in Tenda FH1201 1.2.0.14(408). This affects an unknown part of the file /goform/SafeMacFilter. The manipulation of the argument page leads to stack-based buffer overflow. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,Tenda,FH1201,8.8,HIGH,cold
CVE-2025-6169,2025-06-16 06:12:11.767000+00:00,HAMASTAR Technology WIMP website co-construction management platform - SQL Injection,"The WIMP website co-construction management platform from HAMASTAR Technology has a SQL Injection vulnerability, allowing unauthenticated remote attackers to inject arbitrary SQL commands to read, modify, and delete database contents.",HAMASTAR Technology,WIMP,9.8,CRITICAL,hot
CVE-2025-6109,2025-06-16 06:00:10.880000+00:00,javahongxi whatsmars InitializrController.java initialize path traversal,A vulnerability was found in javahongxi whatsmars 2021.4.0. It has been rated as problematic. Affected by this issue is the function initialize of the file /whatsmars-archetypes/whatsmars-initializr/src/main/java/org/hongxi/whatsmars/initializr/controller/InitializrController.java. The manipulation of the argument artifactId leads to path traversal. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,javahongxi,whatsmars,4.3,MEDIUM,cold
CVE-2025-6108,2025-06-16 05:31:05.347000+00:00,hansonwang99 Spring-Boot-In-Action File Upload ImageUploadService.java watermarkTest path traversal,"A vulnerability was found in hansonwang99 Spring-Boot-In-Action up to 807fd37643aa774b94fd004cc3adbd29ca17e9aa. It has been declared as critical. Affected by this vulnerability is the function watermarkTest of the file /springbt_watermark/src/main/java/cn/codesheep/springbt_watermark/service/ImageUploadService.java of the component File Upload. The manipulation of the argument filename leads to path traversal. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. This product takes the approach of rolling releases to provide continious delivery. Therefore, version details for affected and updated releases are not available. The vendor was contacted early about this disclosure but did not respond in any way.",hansonwang99,Spring-Boot-In-Action,6.3,MEDIUM,cold
CVE-2025-6107,2025-06-16 05:00:10.834000+00:00,comfyanonymous comfyui utils.py set_attr dynamically-determined object attributes,A vulnerability was found in comfyanonymous comfyui 0.3.40. It has been classified as problematic. Affected is the function set_attr of the file /comfy/utils.py. The manipulation leads to dynamically-determined object attributes. It is possible to launch the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,comfyanonymous,comfyui,3.1,LOW,cold
CVE-2025-6106,2025-06-16 04:31:04.416000+00:00,WuKongOpenSource WukongCRM AdminRoleController.java cross-site request forgery,A vulnerability was found in WuKongOpenSource WukongCRM 9.0 and classified as problematic. This issue affects some unknown processing of the file AdminRoleController.java. The manipulation leads to cross-site request forgery. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,WuKongOpenSource,WukongCRM,4.3,MEDIUM,cold
CVE-2025-6105,2025-06-16 04:00:09.744000+00:00,jflyfox jfinal_cms HOME.java cross-site request forgery,A vulnerability has been found in jflyfox jfinal_cms 5.0.1 and classified as problematic. This vulnerability affects unknown code of the file HOME.java. The manipulation of the argument Logout leads to cross-site request forgery. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,jflyfox,jfinal_cms,4.3,MEDIUM,cold
CVE-2025-6104,2025-06-16 03:31:05.078000+00:00,Wifi-soft UniBox Controller pms_check.php os command injection,"A vulnerability, which was classified as critical, was found in Wifi-soft UniBox Controller up to 20250506. This affects an unknown part of the file /billing/pms_check.php. The manipulation of the argument ipaddress leads to os command injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.",Wifi-soft,UniBox Controller,8.8,HIGH,cold
CVE-2025-6103,2025-06-16 03:00:12.081000+00:00,Wifi-soft UniBox Controller test_accesscodelogin.php os command injection,"A vulnerability, which was classified as critical, has been found in Wifi-soft UniBox Controller up to 20250506. Affected by this issue is some unknown functionality of the file /billing/test_accesscodelogin.php. The manipulation of the argument Password leads to os command injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.",Wifi-soft,UniBox Controller,8.8,HIGH,cold
